DATE,IPG333S
1981-09-01,83.1607
1981-10-01,82.5279
1981-11-01,81.6214
1981-12-01,79.8715
1982-01-01,75.9026
1982-02-01,78.5251
1982-03-01,76.0728
1982-04-01,74.2204
1982-05-01,72.5313
1982-06-01,69.1848
1982-07-01,67.1581
1982-08-01,64.8699
1982-09-01,63.6846
1982-10-01,61.7609
1982-11-01,60.5916
1982-12-01,59.7178
1983-01-01,59.3646
1983-02-01,58.2051
1983-03-01,58.3544
1983-04-01,58.7707
1983-05-01,60.1611
1983-06-01,60.6615
1983-07-01,62.5304
1983-08-01,62.4266
1983-09-01,63.8146
1983-10-01,65.0841
1983-11-01,66.3115
1983-12-01,67.9576
1984-01-01,68.5564
1984-02-01,69.6836
1984-03-01,70.3744
1984-04-01,71.7592
1984-05-01,71.9365
1984-06-01,72.7710
1984-07-01,73.1137
1984-08-01,73.6277
1984-09-01,74.2926
1984-10-01,74.1759
1984-11-01,73.6669
1984-12-01,73.6561
1985-01-01,72.3638
1985-02-01,71.6744
1985-03-01,73.4850
1985-04-01,72.3320
1985-05-01,73.3190
1985-06-01,72.6791
1985-07-01,72.3830
1985-08-01,72.6086
1985-09-01,71.8461
1985-10-01,72.1399
1985-11-01,72.6295
1985-12-01,72.5800
1986-01-01,73.0508
1986-02-01,72.4716
1986-03-01,72.9809
1986-04-01,72.5374
1986-05-01,72.2300
1986-06-01,71.6039
1986-07-01,71.2178
1986-08-01,70.8597
1986-09-01,70.1914
1986-10-01,69.9902
1986-11-01,69.4295
1986-12-01,69.7717
1987-01-01,68.8029
1987-02-01,70.3193
1987-03-01,70.0271
1987-04-01,70.7859
1987-05-01,71.8460
1987-06-01,72.3426
1987-07-01,72.5048
1987-08-01,73.3175
1987-09-01,73.7945
1987-10-01,75.4878
1987-11-01,76.2914
1987-12-01,78.3119
1988-01-01,77.0689
1988-02-01,77.0720
1988-03-01,78.5377
1988-04-01,79.6724
1988-05-01,78.6820
1988-06-01,79.4825
1988-07-01,80.1821
1988-08-01,81.4309
1988-09-01,81.4042
1988-10-01,82.7239
1988-11-01,83.0659
1988-12-01,83.0545
1989-01-01,84.7083
1989-02-01,83.3025
1989-03-01,82.4305
1989-04-01,84.1854
1989-05-01,81.8407
1989-06-01,84.1213
1989-07-01,83.4084
1989-08-01,83.3077
1989-09-01,83.0249
1989-10-01,82.3726
1989-11-01,82.3546
1989-12-01,83.2263
1990-01-01,84.3206
1990-02-01,82.7939
1990-03-01,82.4058
1990-04-01,81.4245
1990-05-01,82.0777
1990-06-01,80.7860
1990-07-01,81.2158
1990-08-01,80.8533
1990-09-01,80.4503
1990-10-01,80.2968
1990-11-01,79.3456
1990-12-01,78.0757
1991-01-01,77.5951
1991-02-01,78.3853
1991-03-01,77.5022
1991-04-01,76.1491
1991-05-01,75.5338
1991-06-01,76.0183
1991-07-01,74.6224
1991-08-01,76.2490
1991-09-01,76.6221
1991-10-01,75.8513
1991-11-01,75.3826
1991-12-01,73.8500
1992-01-01,72.4837
1992-02-01,74.8825
1992-03-01,75.1566
1992-04-01,76.4589
1992-05-01,76.7563
1992-06-01,76.6668
1992-07-01,77.0693
1992-08-01,75.7345
1992-09-01,76.3336
1992-10-01,75.7850
1992-11-01,76.6547
1992-12-01,77.2778
1993-01-01,78.0911
1993-02-01,79.1118
1993-03-01,79.3488
1993-04-01,80.0955
1993-05-01,81.2595
1993-06-01,80.1669
1993-07-01,82.1992
1993-08-01,81.1959
1993-09-01,82.2327
1993-10-01,84.4708
1993-11-01,84.7303
1993-12-01,86.1053
1994-01-01,86.2640
1994-02-01,85.5259
1994-03-01,87.0994
1994-04-01,87.5382
1994-05-01,88.4372
1994-06-01,89.2815
1994-07-01,92.1364
1994-08-01,89.4516
1994-09-01,89.7666
1994-10-01,90.8635
1994-11-01,92.3169
1994-12-01,93.6306
1995-01-01,94.3924
1995-02-01,93.2028
1995-03-01,93.7906
1995-04-01,93.8953
1995-05-01,94.4543
1995-06-01,94.4991
1995-07-01,93.5621
1995-08-01,96.1656
1995-09-01,97.2676
1995-10-01,98.4953
1995-11-01,98.7129
1995-12-01,99.9197
1996-01-01,98.3426
1996-02-01,99.0678
1996-03-01,98.0458
1996-04-01,97.7206
1996-05-01,98.3690
1996-06-01,99.4952
1996-07-01,97.8170
1996-08-01,99.6236
1996-09-01,99.9005
1996-10-01,98.8509
1996-11-01,99.5948
1996-12-01,101.3783
1997-01-01,101.5160
1997-02-01,102.1399
1997-03-01,102.6293
1997-04-01,103.5843
1997-05-01,103.0043
1997-06-01,103.6318
1997-07-01,102.1730
1997-08-01,106.2297
1997-09-01,105.4888
1997-10-01,106.8829
1997-11-01,108.0642
1997-12-01,108.5251
1998-01-01,109.5232
1998-02-01,108.0363
1998-03-01,107.1806
1998-04-01,107.2794
1998-05-01,108.1873
1998-06-01,107.8913
1998-07-01,107.4634
1998-08-01,106.6759
1998-09-01,106.2618
1998-10-01,106.2276
1998-11-01,106.2509
1998-12-01,106.5448
1999-01-01,104.1495
1999-02-01,104.9366
1999-03-01,103.9065
1999-04-01,103.6900
1999-05-01,104.7355
1999-06-01,104.4987
1999-07-01,106.2874
1999-08-01,103.4814
1999-09-01,104.0886
1999-10-01,105.7175
1999-11-01,106.7679
1999-12-01,107.6703
2000-01-01,109.3760
2000-02-01,108.7180
2000-03-01,110.0809
2000-04-01,110.8072
2000-05-01,110.7742
2000-06-01,111.8986
2000-07-01,111.9471
2000-08-01,110.7619
2000-09-01,110.7922
2000-10-01,111.2793
2000-11-01,109.9275
2000-12-01,109.5020
2001-01-01,108.8396
2001-02-01,107.3356
2001-03-01,105.9553
2001-04-01,101.3780
2001-05-01,99.0463
2001-06-01,98.0870
2001-07-01,95.7353
2001-08-01,94.6670
2001-09-01,92.7480
2001-10-01,91.2968
2001-11-01,89.7654
2001-12-01,88.3960
2002-01-01,90.3415
2002-02-01,89.8842
2002-03-01,90.7481
2002-04-01,92.4296
2002-05-01,93.6013
2002-06-01,94.7794
2002-07-01,94.9383
2002-08-01,96.4132
2002-09-01,97.1116
2002-10-01,97.2631
2002-11-01,97.5154
2002-12-01,95.2084
2003-01-01,95.0447
2003-02-01,96.1819
2003-03-01,96.0258
2003-04-01,93.5847
2003-05-01,93.7424
2003-06-01,93.1353
2003-07-01,92.1950
2003-08-01,92.6523
2003-09-01,92.6427
2003-10-01,91.2087
2003-11-01,94.2327
2003-12-01,93.8574
2004-01-01,94.2392
2004-02-01,96.4014
2004-03-01,96.1173
2004-04-01,96.1988
2004-05-01,97.2649
2004-06-01,97.5260
2004-07-01,99.5712
2004-08-01,98.0537
2004-09-01,98.6204
2004-10-01,99.3961
2004-11-01,99.3854
2004-12-01,98.3054
2005-01-01,101.2088
2005-02-01,101.5869
2005-03-01,101.4805
2005-04-01,102.6874
2005-05-01,104.0157
2005-06-01,104.2505
2005-07-01,102.8641
2005-08-01,101.9081
2005-09-01,103.3473
2005-10-01,106.4873
2005-11-01,106.4118
2005-12-01,107.2149
2006-01-01,106.1384
2006-02-01,105.3445
2006-03-01,106.4761
2006-04-01,107.5659
2006-05-01,106.4195
2006-06-01,106.6509
2006-07-01,110.3644
2006-08-01,110.7455
2006-09-01,111.6611
2006-10-01,109.0025
2006-11-01,109.3682
2006-12-01,112.7330
2007-01-01,109.9619
2007-02-01,110.0189
2007-03-01,112.1878
2007-04-01,112.2981
2007-05-01,112.8459
2007-06-01,113.0225
2007-07-01,113.5504
2007-08-01,112.5540
2007-09-01,115.7441
2007-10-01,115.0197
2007-11-01,115.3770
2007-12-01,115.2637
2008-01-01,115.4731
2008-02-01,113.6603
2008-03-01,115.4295
2008-04-01,112.0441
2008-05-01,111.6515
2008-06-01,111.3066
2008-07-01,110.1702
2008-08-01,111.8331
2008-09-01,109.0023
2008-10-01,107.5308
2008-11-01,104.3854
2008-12-01,99.2783
2009-01-01,95.3377
2009-02-01,93.4708
2009-03-01,88.5408
2009-04-01,85.7721
2009-05-01,83.5063
2009-06-01,80.9662
2009-07-01,81.2088
2009-08-01,82.7708
2009-09-01,82.4409
2009-10-01,84.2656
2009-11-01,83.5532
2009-12-01,86.6157
2010-01-01,88.1359
2010-02-01,88.0819
2010-03-01,89.2804
2010-04-01,92.7231
2010-05-01,95.3398
2010-06-01,96.5229
2010-07-01,96.8956
2010-08-01,97.6479
2010-09-01,98.2144
2010-10-01,100.1183
2010-11-01,101.5818
2010-12-01,104.0233
2011-01-01,105.6739
2011-02-01,105.6061
2011-03-01,105.1723
2011-04-01,105.0405
2011-05-01,105.8090
2011-06-01,106.2476
2011-07-01,107.4177
2011-08-01,108.0435
2011-09-01,108.7076
2011-10-01,109.6900
2011-11-01,110.9100
2011-12-01,115.0102
2012-01-01,116.0037
2012-02-01,116.2892
2012-03-01,117.8317
2012-04-01,118.7667
2012-05-01,118.6797
2012-06-01,120.4233
2012-07-01,116.6689
2012-08-01,116.7041
2012-09-01,116.4599
2012-10-01,113.4291
2012-11-01,113.2726
2012-12-01,113.9623
2013-01-01,112.2297
2013-02-01,112.9713
2013-03-01,113.7124
2013-04-01,111.6778
2013-05-01,110.4503
2013-06-01,110.6083
2013-07-01,108.5016
2013-08-01,111.0842
2013-09-01,111.5142
2013-10-01,110.8241
2013-11-01,111.1693
2013-12-01,109.4472
2014-01-01,111.8505
2014-02-01,112.8335
2014-03-01,114.8927
2014-04-01,112.9746
2014-05-01,113.6216
2014-06-01,112.6480
2014-07-01,113.1211
2014-08-01,112.3671
2014-09-01,110.1963
2014-10-01,112.6552
2014-11-01,113.8856
2014-12-01,110.9947
2015-01-01,110.0607
2015-02-01,109.2135
2015-03-01,107.1457
2015-04-01,105.8838
2015-05-01,105.3300
2015-06-01,103.3130
2015-07-01,102.5797
2015-08-01,103.6604
2015-09-01,101.8868
2015-10-01,100.0780
2015-11-01,98.6224
2015-12-01,96.8379
2016-01-01,96.7516
2016-02-01,95.7771
2016-03-01,95.2732
2016-04-01,95.7259
2016-05-01,95.2837
2016-06-01,97.0732
2016-07-01,97.8649
2016-08-01,96.6489
2016-09-01,94.3618
2016-10-01,94.6762
2016-11-01,94.3220
2016-12-01,95.7060
2017-01-01,96.7698
2017-02-01,95.8973
2017-03-01,97.2210
2017-04-01,100.0762
2017-05-01,100.4290
2017-06-01,100.9203
2017-07-01,100.2137
2017-08-01,98.6367
2017-09-01,101.3952
2017-10-01,102.0931
2017-11-01,102.9605
2017-12-01,103.3871
2018-01-01,102.1843
2018-02-01,102.4495
2018-03-01,102.3544
2018-04-01,104.4323
2018-05-01,103.6343
2018-06-01,103.8810
2018-07-01,104.7361
2018-08-01,106.0161
2018-09-01,106.0810
2018-10-01,106.3083
2018-11-01,107.9946
2018-12-01,104.8836
2019-01-01,105.4153
2019-02-01,104.3714
2019-03-01,104.6199
2019-04-01,101.6896
2019-05-01,103.2826
2019-06-01,101.8881
2019-07-01,100.1445
2019-08-01,101.8295
2019-09-01,99.3633
2019-10-01,98.4800
2019-11-01,98.4737
2019-12-01,98.5509
2020-01-01,98.0334
2020-02-01,98.3073
2020-03-01,95.1766
2020-04-01,77.4364
2020-05-01,81.5291
2020-06-01,85.4615
2020-07-01,88.2860
2020-08-01,90.8883
2020-09-01,91.8354
2020-10-01,92.3644
2020-11-01,91.4977
2020-12-01,91.8952
2021-01-01,96.5983
2021-02-01,94.2336
2021-03-01,96.7582
2021-04-01,96.4331
2021-05-01,98.1307
2021-06-01,97.6954
2021-07-01,100.3984
2021-08-01,100.1819
2021-09-01,100.2159
2021-10-01,100.7556
2021-11-01,100.4171
2021-12-01,102.9064
2022-01-01,104.9151
2022-02-01,105.7257
2022-03-01,104.7626
2022-04-01,106.9100
2022-05-01,103.3383
2022-06-01,101.3285
2022-07-01,101.3173
2022-08-01,103.3777
2022-09-01,104.6232
2022-10-01,104.5910
2022-11-01,103.8841
2022-12-01,101.2369
2023-01-01,102.9954
